Time Series Search Export,Search term,Search filters,,Last update of Effective exchange rates data,Downloaded at,Source,Source URL,Download URL,About Effective exchange rates
,,,,2024-11-28,2024-12-04 03:46 CET,BIS,"https://data.bis.org/topics/EER/BIS,WS_EER,1.0/M.N.B.JP?","https://data.bis.org/topics/EER/BIS,WS_EER,1.0/M.N.B.JP?&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel",https://data.bis.org/topics/EER

DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,EER_TYPE:Type,EER_BASKET:Basket,REF_AREA:Reference area,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-01-31,F:Free,,A:Normal value,99.4
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-02-29,F:Free,,A:Normal value,98.95
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-03-31,F:Free,,A:Normal value,97.92
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-04-30,F:Free,,A:Normal value,99.06
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-05-31,F:Free,,A:Normal value,95.9
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-06-30,F:Free,,A:Normal value,97.85
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-07-31,F:Free,,A:Normal value,97.58
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-08-31,F:Free,,A:Normal value,96.86
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-09-30,F:Free,,A:Normal value,97.02
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-10-31,F:Free,,A:Normal value,97.35
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-11-30,F:Free,,A:Normal value,99.35
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2004-12-31,F:Free,,A:Normal value,99.07
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-01-31,F:Free,,A:Normal value,99.79
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-02-28,F:Free,,A:Normal value,98.17
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-03-31,F:Free,,A:Normal value,97.45
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-04-30,F:Free,,A:Normal value,96.2
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-05-31,F:Free,,A:Normal value,97.13
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-06-30,F:Free,,A:Normal value,96.4
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-07-31,F:Free,,A:Normal value,94.11
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-08-31,F:Free,,A:Normal value,94.2
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-09-30,F:Free,,A:Normal value,94.02
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-10-31,F:Free,,A:Normal value,91.51
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-11-30,F:Free,,A:Normal value,89.14
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2005-12-31,F:Free,,A:Normal value,88.57
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-01-31,F:Free,,A:Normal value,89.7
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-02-28,F:Free,,A:Normal value,87.91
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-03-31,F:Free,,A:Normal value,88.33
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-04-30,F:Free,,A:Normal value,87.72
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-05-31,F:Free,,A:Normal value,90.78
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-06-30,F:Free,,A:Normal value,89.23
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-07-31,F:Free,,A:Normal value,88.26
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-08-31,F:Free,,A:Normal value,87.68
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-09-30,F:Free,,A:Normal value,86.88
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-10-31,F:Free,,A:Normal value,85.83
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-11-30,F:Free,,A:Normal value,85.92
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2006-12-31,F:Free,,A:Normal value,85.08
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-01-31,F:Free,,A:Normal value,83.08
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-02-28,F:Free,,A:Normal value,82.71
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-03-31,F:Free,,A:Normal value,84.76
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-04-30,F:Free,,A:Normal value,82.79
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-05-31,F:Free,,A:Normal value,81.2
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-06-30,F:Free,,A:Normal value,79.92
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-07-31,F:Free,,A:Normal value,79.66
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-08-31,F:Free,,A:Normal value,83.63
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-09-30,F:Free,,A:Normal value,84.24
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-10-31,F:Free,,A:Normal value,82.37
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-11-30,F:Free,,A:Normal value,85.2
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2007-12-31,F:Free,,A:Normal value,84.34
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-01-31,F:Free,,A:Normal value,87.22
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-02-29,F:Free,,A:Normal value,87.34
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-03-31,F:Free,,A:Normal value,91.51
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-04-30,F:Free,,A:Normal value,89.47
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-05-31,F:Free,,A:Normal value,88.53
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-06-30,F:Free,,A:Normal value,86.27
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-07-31,F:Free,,A:Normal value,85.69
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-08-31,F:Free,,A:Normal value,85.36
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-09-30,F:Free,,A:Normal value,89.46
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-10-31,F:Free,,A:Normal value,99.46
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-11-30,F:Free,,A:Normal value,105.33
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2008-12-31,F:Free,,A:Normal value,110.94
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-01-31,F:Free,,A:Normal value,112.19
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-02-28,F:Free,,A:Normal value,111.66
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-03-31,F:Free,,A:Normal value,105.46
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-04-30,F:Free,,A:Normal value,102.63
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-05-31,F:Free,,A:Normal value,102.62
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-06-30,F:Free,,A:Normal value,101.77
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-07-31,F:Free,,A:Normal value,103.92
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-08-31,F:Free,,A:Normal value,102.8
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-09-30,F:Free,,A:Normal value,105.79
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-10-31,F:Free,,A:Normal value,105.85
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-11-30,F:Free,,A:Normal value,106.94
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2009-12-31,F:Free,,A:Normal value,106.66
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-01-31,F:Free,,A:Normal value,104.9
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-02-28,F:Free,,A:Normal value,107.49
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-03-31,F:Free,,A:Normal value,106.47
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-04-30,F:Free,,A:Normal value,102.83
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-05-31,F:Free,,A:Normal value,106.64
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-06-30,F:Free,,A:Normal value,109.05
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-07-31,F:Free,,A:Normal value,111.76
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-08-31,F:Free,,A:Normal value,113.78
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-09-30,F:Free,,A:Normal value,114.0
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-10-31,F:Free,,A:Normal value,114.94
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-11-30,F:Free,,A:Normal value,114.24
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2010-12-31,F:Free,,A:Normal value,113.85
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-01-31,F:Free,,A:Normal value,113.87
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-02-28,F:Free,,A:Normal value,113.23
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-03-31,F:Free,,A:Normal value,113.71
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-04-30,F:Free,,A:Normal value,109.9
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-05-31,F:Free,,A:Normal value,112.78
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-06-30,F:Free,,A:Normal value,113.67
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-07-31,F:Free,,A:Normal value,114.78
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-08-31,F:Free,,A:Normal value,118.27
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-09-30,F:Free,,A:Normal value,120.96
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-10-31,F:Free,,A:Normal value,122.01
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-11-30,F:Free,,A:Normal value,120.97
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2011-12-31,F:Free,,A:Normal value,121.26
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-01-31,F:Free,,A:Normal value,122.48
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-02-29,F:Free,,A:Normal value,118.53
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-03-31,F:Free,,A:Normal value,113.03
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-04-30,F:Free,,A:Normal value,114.86
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-05-31,F:Free,,A:Normal value,118.64
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-06-30,F:Free,,A:Normal value,120.64
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-07-31,F:Free,,A:Normal value,120.97
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-08-31,F:Free,,A:Normal value,120.83
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-09-30,F:Free,,A:Normal value,120.28
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-10-31,F:Free,,A:Normal value,118.32
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-11-30,F:Free,,A:Normal value,115.35
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2012-12-31,F:Free,,A:Normal value,111.1
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-01-31,F:Free,,A:Normal value,103.91
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-02-28,F:Free,,A:Normal value,99.65
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-03-31,F:Free,,A:Normal value,98.44
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-04-30,F:Free,,A:Normal value,95.09
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-05-31,F:Free,,A:Normal value,92.24
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-06-30,F:Free,,A:Normal value,96.27
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-07-31,F:Free,,A:Normal value,94.38
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-08-31,F:Free,,A:Normal value,96.08
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-09-30,F:Free,,A:Normal value,94.58
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-10-31,F:Free,,A:Normal value,95.01
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-11-30,F:Free,,A:Normal value,93.35
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2013-12-31,F:Free,,A:Normal value,90.2
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-01-31,F:Free,,A:Normal value,90.17
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-02-28,F:Free,,A:Normal value,92.04
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-03-31,F:Free,,A:Normal value,91.82
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-04-30,F:Free,,A:Normal value,91.57
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-05-31,F:Free,,A:Normal value,92.15
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-06-30,F:Free,,A:Normal value,92.04
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-07-31,F:Free,,A:Normal value,92.11
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-08-31,F:Free,,A:Normal value,91.26
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-09-30,F:Free,,A:Normal value,88.35
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-10-31,F:Free,,A:Normal value,88.49
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-11-30,F:Free,,A:Normal value,82.92
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2014-12-31,F:Free,,A:Normal value,81.88
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-01-31,F:Free,,A:Normal value,83.65
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-02-28,F:Free,,A:Normal value,84.06
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-03-31,F:Free,,A:Normal value,83.76
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-04-30,F:Free,,A:Normal value,83.74
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-05-31,F:Free,,A:Normal value,82.43
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-06-30,F:Free,,A:Normal value,80.86
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-07-31,F:Free,,A:Normal value,81.85
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-08-31,F:Free,,A:Normal value,83.37
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-09-30,F:Free,,A:Normal value,86.05
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-10-31,F:Free,,A:Normal value,85.53
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-11-30,F:Free,,A:Normal value,84.69
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2015-12-31,F:Free,,A:Normal value,85.86
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-01-31,F:Free,,A:Normal value,89.58
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-02-29,F:Free,,A:Normal value,91.69
